feature,importance
stat_O2_kurtosis,0.0
hjorth_O2_activity,0.0
hjorth_O2_complexity,0.0
spectral_O2_entropy,0.0
band_abs_O2_delta,0.0
band_rel_O2_delta,0.0
band_abs_O2_theta,0.0
band_rel_O2_theta,0.0
band_abs_O2_alpha,0.0
band_rel_O2_alpha,0.0
band_rel_O2_beta,0.0
band_rel_O2_gamma,0.0
ratio_O2_beta_alpha,0.0
ratio_O2_theta_beta,0.0
stat_Fz_mean,0.0
stat_Fz_var,0.0
stat_Fz_rms,0.0
stat_Fz_ptp,0.0
stat_Fz_skew,0.0
stat_Fz_kurtosis,0.0
stat_Fz_shannon_entropy,0.0
hjorth_Fz_activity,0.0
hjorth_Fz_mobility,0.0
corr_O2_A2A1,0.0
spectral_Fz_entropy,0.0
band_abs_Fz_delta,0.0
band_rel_Fz_delta,0.0
stat_Fp1_var,0.0
band_rel_Fz_theta,0.0
band_abs_Fz_alpha,0.0
band_rel_Fz_alpha,0.0
band_abs_Fz_beta,0.0
band_rel_Fz_beta,0.0
band_abs_Fz_gamma,0.0
hjorth_Fp1_mobility,0.0
ratio_Fz_theta_alpha,0.0
ratio_Fz_beta_alpha,0.0
ratio_Fz_theta_beta,0.0
stat_Cz_mean,0.0
stat_Cz_std,0.0
stat_Cz_var,0.0
spectral_Fp1_entropy,0.0
band_rel_Fp1_theta,0.0
stat_Cz_skew,0.0
band_abs_Fp1_alpha,0.0
stat_Cz_shannon_entropy,0.0
band_rel_Fp1_alpha,0.0
hjorth_Cz_mobility,0.0
hjorth_Cz_complexity,0.0
spectral_Cz_entropy,0.0
band_abs_Cz_delta,0.0
band_rel_Cz_delta,0.0
band_abs_Cz_theta,0.0
band_rel_Cz_theta,0.0
band_abs_Cz_alpha,0.0
band_rel_Cz_alpha,0.0
band_abs_Fp1_beta,0.0
band_rel_Cz_beta,0.0
band_abs_Cz_gamma,0.0
band_rel_Cz_gamma,0.0
ratio_Cz_theta_alpha,0.0
ratio_Cz_beta_alpha,0.0
ratio_Cz_theta_beta,0.0
stat_Pz_mean,0.0
connectivity_left_right_corr_abs_mean,0.0
stat_Pz_var,0.0
stat_Pz_rms,0.0
band_rel_Fp1_gamma,0.0
stat_Pz_skew,0.0
stat_Pz_kurtosis,0.0
stat_Pz_shannon_entropy,0.0
ratio_Fp1_theta_alpha,0.0
hjorth_Pz_mobility,0.0
hjorth_Pz_complexity,0.0
spectral_Pz_entropy,0.0
band_abs_Pz_delta,0.0
band_rel_Pz_delta,0.0
ratio_Fp1_beta_alpha,0.0
band_rel_Pz_theta,0.0
ratio_Fp1_theta_beta,0.0
band_rel_Pz_alpha,0.0
band_abs_Pz_beta,0.0
band_rel_Pz_beta,0.0
band_abs_Pz_gamma,0.0
band_rel_Pz_gamma,0.0
ratio_Pz_theta_alpha,0.0
ratio_Pz_beta_alpha,0.0
ratio_Pz_theta_beta,0.0
stat_A2A1_mean,0.0
stat_Fp2_mean,0.0
stat_Fp2_std,0.0
stat_A2A1_rms,0.0
stat_A2A1_ptp,0.0
stat_A2A1_skew,0.0
stat_A2A1_kurtosis,0.0
stat_A2A1_shannon_entropy,0.0
hjorth_A2A1_activity,0.0
stat_Fp2_skew,0.0
band_abs_Fp2_delta,0.0
band_abs_Fp2_theta,0.0
band_abs_A2A1_delta,0.0
band_rel_A2A1_delta,0.0
band_rel_Fp2_theta,0.0
band_abs_Fp2_alpha,0.0
band_abs_A2A1_alpha,0.0
band_rel_A2A1_alpha,0.0
band_rel_Fp2_beta,0.0
band_rel_Fp2_gamma,0.0
ratio_Fp2_beta_alpha,0.0
ratio_Fp2_theta_beta,0.0
ratio_A2A1_theta_alpha,0.0
ratio_A2A1_beta_alpha,0.0
ratio_A2A1_theta_beta,0.0
stat_F3_mean,0.0
stat_ECGECG_std,0.0
stat_ECGECG_var,0.0
stat_ECGECG_rms,0.0
stat_F3_std,0.0
stat_F3_var,0.0
stat_F3_rms,0.0
stat_F3_ptp,0.0
stat_F3_skew,0.0
hjorth_ECGECG_mobility,0.0
stat_F3_kurtosis,0.0
stat_F3_shannon_entropy,0.0
hjorth_F3_activity,0.0
hjorth_F3_mobility,0.0
hjorth_F3_complexity,0.0
spectral_F3_entropy,0.0
band_abs_F3_delta,0.0
band_rel_F3_theta,0.0
band_abs_F3_alpha,0.0
band_rel_F3_alpha,0.0
band_rel_F3_beta,0.0
band_rel_F3_gamma,0.0
ratio_F3_theta_beta,0.0
stat_F4_mean,0.0
stat_F4_std,0.0
stat_F4_var,0.0
stat_F4_rms,0.0
global_band_rel_mean_delta,0.0
global_band_rel_std_delta,0.0
global_band_abs_mean_theta,0.0
stat_F4_ptp,0.0
global_band_rel_mean_theta,0.0
global_band_rel_std_theta,0.0
stat_F4_kurtosis,0.0
stat_F4_shannon_entropy,0.0
global_band_rel_mean_alpha,0.0
global_band_rel_std_alpha,0.0
hjorth_F4_activity,0.0
