fold,heldout_subject,rank,feature,family,region,cohens_dz,paired_t_p
32,Subject32,11,ratio_Fp1_theta_alpha,band_ratios,frontal,0.934494966182783,3.5321916609326058e-06
32,Subject32,12,region_parietal_band_rel_mean_gamma,regional_hemispheric_summaries,summary_or_other,0.9293172233730009,3.871783945308596e-06
32,Subject32,13,band_abs_C4_beta,spectral_absolute_bandpower,central,-0.9184573181920623,4.693799468097562e-06
32,Subject32,14,band_abs_F3_beta,spectral_absolute_bandpower,frontal,-0.9179360937543457,4.737370025439512e-06
32,Subject32,15,ratio_T5_beta_alpha,band_ratios,temporal,0.9086877069716259,5.5812510071392404e-06
32,Subject32,16,ratio_T6_beta_alpha,band_ratios,temporal,0.8933592771529547,7.322989931001542e-06
32,Subject32,17,ratio_Fp2_theta_alpha,band_ratios,frontal,0.880760767286206,9.15334420458179e-06
32,Subject32,18,stat_P3_rms,time_domain_morphology,parietal,-0.8798282056339164,9.305703724393049e-06
32,Subject32,19,hjorth_Cz_complexity,hjorth,central,0.8792894468454391,9.394873902111402e-06
32,Subject32,20,stat_P3_std,time_domain_morphology,parietal,-0.8777680986793583,9.651296519692526e-06
33,Subject33,1,band_abs_Cz_beta,spectral_absolute_bandpower,central,-1.0850414352815052,2.4719160345368035e-07
33,Subject33,2,band_rel_O2_gamma,relative_bandpower,occipital,1.0702258773783124,3.2065726696450027e-07
33,Subject33,3,region_occipital_band_rel_mean_gamma,regional_hemispheric_summaries,summary_or_other,1.0545982052558593,4.2213782750526235e-07
33,Subject33,4,band_rel_O1_gamma,relative_bandpower,occipital,1.0226844862238103,7.411401196698128e-07
33,Subject33,5,band_abs_F4_alpha,spectral_absolute_bandpower,frontal,-1.002770143512439,1.0538280533656328e-06
33,Subject33,6,band_rel_T6_gamma,relative_bandpower,temporal,0.9976110931729107,1.1545340018418412e-06
33,Subject33,7,stat_P3_ptp,time_domain_morphology,parietal,-0.9912110253779011,1.2929911616873977e-06
33,Subject33,8,band_rel_Pz_gamma,relative_bandpower,parietal,0.9844772662512655,1.456691909991213e-06
33,Subject33,9,stat_O1_skew,time_domain_morphology,occipital,-0.9723324105465485,1.8062782924212416e-06
33,Subject33,10,region_parietal_band_rel_mean_gamma,regional_hemispheric_summaries,summary_or_other,0.9339836849855805,3.5643550552913275e-06
33,Subject33,11,band_abs_F3_beta,spectral_absolute_bandpower,frontal,-0.9330057976644496,3.6266894922669606e-06
33,Subject33,12,band_abs_C4_beta,spectral_absolute_bandpower,central,-0.9264720176923685,4.072095281546862e-06
33,Subject33,13,ratio_T5_beta_alpha,band_ratios,temporal,0.9154155390883425,4.9538394220562895e-06
33,Subject33,14,ratio_Fp1_theta_alpha,band_ratios,frontal,0.9049851724092256,5.959766305552668e-06
33,Subject33,15,stat_O1_ptp,time_domain_morphology,occipital,-0.9024435936060823,6.2343247269986754e-06
33,Subject33,16,hjorth_Cz_complexity,hjorth,central,0.8776423807821108,9.672795616774835e-06
33,Subject33,17,ratio_Fp2_theta_alpha,band_ratios,frontal,0.8454091443199486,1.7100734363141422e-05
33,Subject33,18,region_other_band_rel_mean_gamma,regional_hemispheric_summaries,summary_or_other,0.8439423207733687,1.7549261142808323e-05
33,Subject33,19,band_rel_P4_gamma,relative_bandpower,parietal,0.838675243725136,1.9258370988853906e-05
33,Subject33,20,stat_P3_rms,time_domain_morphology,parietal,-0.8375595554499979,1.96411022611122e-05
34,Subject34,1,band_abs_Cz_beta,spectral_absolute_bandpower,central,-1.0665642519893836,3.4198047154811657e-07
34,Subject34,2,band_rel_O2_gamma,relative_bandpower,occipital,1.0496843734901797,4.603023948695072e-07
34,Subject34,3,band_rel_T6_gamma,relative_bandpower,temporal,1.0349948210131437,5.963791737944507e-07
34,Subject34,4,band_abs_F4_alpha,spectral_absolute_bandpower,frontal,-1.0044627479418677,1.0227472742580204e-06
34,Subject34,5,region_occipital_band_rel_mean_gamma,regional_hemispheric_summaries,summary_or_other,0.9991743687830751,1.1230387322679718e-06
34,Subject34,6,band_rel_Pz_gamma,relative_bandpower,parietal,0.9925083509596337,1.2636397486020224e-06
34,Subject34,7,stat_P3_ptp,time_domain_morphology,parietal,-0.9911120237319071,1.295258918186455e-06
34,Subject34,8,stat_O1_skew,time_domain_morphology,occipital,-0.9603847119594904,2.2321703759111633e-06
34,Subject34,9,band_rel_O1_gamma,relative_bandpower,occipital,0.9599395403558079,2.2498510924112407e-06
34,Subject34,10,region_parietal_band_rel_mean_gamma,regional_hemispheric_summaries,summary_or_other,0.9409009702437413,3.152976058351858e-06
34,Subject34,11,band_abs_F3_beta,spectral_absolute_bandpower,frontal,-0.9292650035069323,3.875370127618168e-06
34,Subject34,12,band_abs_C4_beta,spectral_absolute_bandpower,central,-0.9228289447128926,4.343774709283436e-06
34,Subject34,13,hjorth_Cz_complexity,hjorth,central,0.9200135951299541,4.566074087370033e-06
34,Subject34,14,ratio_T5_beta_alpha,band_ratios,temporal,0.9135260840998495,5.122563920844147e-06
34,Subject34,15,ratio_Fp1_theta_alpha,band_ratios,frontal,0.9119907131207072,5.263887548916781e-06
34,Subject34,16,stat_O1_ptp,time_domain_morphology,occipital,-0.9032267411628105,6.148404408692556e-06
34,Subject34,17,region_other_band_rel_mean_gamma,regional_hemispheric_summaries,summary_or_other,0.8865049523968854,8.268196315430952e-06
34,Subject34,18,ratio_T6_beta_alpha,band_ratios,temporal,0.8676437556022443,1.1544690954651223e-05
34,Subject34,19,band_rel_A2A1_gamma,relative_bandpower,summary_or_other,0.8622249789173239,1.2705660712839796e-05
34,Subject34,20,band_rel_P4_gamma,relative_bandpower,parietal,0.8617682122550802,1.2808677635434343e-05
35,Subject35,1,band_abs_Cz_beta,spectral_absolute_bandpower,central,-1.1072661995072617,1.674609854648183e-07
35,Subject35,2,band_abs_F4_alpha,spectral_absolute_bandpower,frontal,-1.0637226062318819,3.5950771359126286e-07
35,Subject35,3,band_rel_O2_gamma,relative_bandpower,occipital,1.0534914321668671,4.3044631188200064e-07
35,Subject35,4,stat_P3_ptp,time_domain_morphology,parietal,-1.035731240931535,5.886808436715065e-07
35,Subject35,5,band_rel_T6_gamma,relative_bandpower,temporal,1.0072602187720952,9.733819743650292e-07
35,Subject35,6,region_occipital_band_rel_mean_gamma,regional_hemispheric_summaries,summary_or_other,0.9939128368564523,1.2326168523131294e-06
35,Subject35,7,stat_O1_skew,time_domain_morphology,occipital,-0.9926754293988846,1.2599085786118549e-06
35,Subject35,8,band_rel_Pz_gamma,relative_bandpower,parietal,0.9835255483243182,1.4814478595995958e-06
35,Subject35,9,band_rel_ECGECG_alpha,relative_bandpower,summary_or_other,0.9602810911125228,2.23627338104634e-06
35,Subject35,10,band_abs_C4_beta,spectral_absolute_bandpower,central,-0.9590845353339873,2.2842033470909273e-06
35,Subject35,11,band_rel_O1_gamma,relative_bandpower,occipital,0.9493258126222623,2.7155443709702257e-06
35,Subject35,12,stat_O1_ptp,time_domain_morphology,occipital,-0.9427508216207697,3.051251069104499e-06
35,Subject35,13,band_abs_F3_beta,spectral_absolute_bandpower,frontal,-0.9401319480760351,3.196257336420066e-06
35,Subject35,14,region_parietal_band_rel_mean_gamma,regional_hemispheric_summaries,summary_or_other,0.9250914223553948,4.172993911409978e-06
35,Subject35,15,global_band_rel_std_beta,relative_bandpower,summary_or_other,0.9175110259533683,4.7732015525317055e-06
35,Subject35,16,ratio_T5_beta_alpha,band_ratios,temporal,0.9129011125012679,5.179626420624566e-06
35,Subject35,17,ratio_Fp1_theta_alpha,band_ratios,frontal,0.9038506969265041,6.080796067829827e-06
35,Subject35,18,band_rel_ECGECG_delta,relative_bandpower,summary_or_other,-0.8994109466678244,6.578497607507441e-06
35,Subject35,19,hjorth_Cz_complexity,hjorth,central,0.8891704867054429,7.886966453574852e-06
35,Subject35,20,stat_P3_rms,time_domain_morphology,parietal,-0.868118010537489,1.1448255645570205e-05
